x,t=steady
7.629999999999999369e-07,5.450084778311883776e+18
7.699999999999999334e-07,5.493904578885035008e+18
7.769999999999999299e-07,5.537612164860052480e+18
7.840000000000000323e-07,5.581207536236923904e+18
7.910000000000000288e-07,5.624690693015666688e+18
7.980000000000000253e-07,5.668061635196264448e+18
8.050000000000000218e-07,5.711320362778727424e+18
8.120000000000000183e-07,5.754466875763054592e+18
8.190000000000000148e-07,5.797501174149237760e+18
8.260000000000000113e-07,5.840423257937292288e+18
8.330000000000000078e-07,5.883233127127197696e+18
8.400000000000000043e-07,5.925930781718972416e+18
8.470000000000000008e-07,5.968516221712610304e+18
8.539999999999999974e-07,6.010989447108103168e+18
8.609999999999999939e-07,6.053350457905464320e+18
8.679999999999999904e-07,6.095599254104682496e+18
8.749999999999999869e-07,6.137735835705764864e+18
8.819999999999999834e-07,6.179760202708706304e+18
8.889999999999999799e-07,6.221672355113513984e+18
8.959999999999999764e-07,6.263472292920178688e+18
9.029999999999999729e-07,6.305160016128708608e+18
9.099999999999999694e-07,6.346735524739097600e+18
9.169999999999999659e-07,6.388198818751348736e+18
9.239999999999999624e-07,6.429549898165467136e+18
9.309999999999999589e-07,6.470788762981437440e+18
9.379999999999999554e-07,6.511915413199279104e+18
9.449999999999999519e-07,6.552929848818976768e+18
9.519999999999999484e-07,6.593832069840535552e+18
9.590000000000000508e-07,6.634622076263959552e+18
9.659999999999999415e-07,6.675299868089245696e+18
9.730000000000000438e-07,6.715865445316385792e+18
9.799999999999999345e-07,6.756318807945391104e+18
9.870000000000000369e-07,6.796659955976252416e+18
9.939999999999999275e-07,6.836888889408975872e+18
1.001000000000000030e-06,6.877005608243557376e+18
1.007999999999999921e-06,6.917010112479998976e+18
1.015000000000000023e-06,6.956902402118304768e+18
1.021999999999999914e-06,6.996682477158465536e+18
1.029000000000000016e-06,7.036350337600487424e+18
1.035999999999999907e-06,7.075905983444367360e+18
1.043000000000000009e-06,7.115349414690116608e+18
1.049999999999999900e-06,7.154680631337715712e+18
1.057000000000000002e-06,7.193899633387176960e+18
1.063999999999999893e-06,7.233006420838500352e+18
1.070999999999999995e-06,7.272000993691681792e+18
1.077999999999999886e-06,7.310883351946721280e+18
1.084999999999999988e-06,7.349653495603622912e+18
1.091999999999999879e-06,7.388311424662383616e+18
1.098999999999999981e-06,7.426857139123005440e+18
1.105999999999999872e-06,7.465290638985480192e+18
1.112999999999999974e-06,7.503611924249817088e+18
1.119999999999999865e-06,7.541820994916016128e+18
1.126999999999999967e-06,7.579917850984072192e+18
1.134000000000000069e-06,7.617902492453993472e+18
1.140999999999999960e-06,7.655774919325773824e+18
1.148000000000000062e-06,7.693535131599411200e+18
1.154999999999999953e-06,7.731183129274910720e+18
1.162000000000000055e-06,7.768718912352265216e+18
1.168999999999999946e-06,7.806142480831481856e+18
1.176000000000000048e-06,7.843453834712555520e+18
1.182999999999999939e-06,7.880652973995489280e+18
1.190000000000000041e-06,7.917739898680283136e+18
1.196999999999999932e-06,7.954714608766939136e+18
1.204000000000000034e-06,7.991577104255448064e+18
1.210999999999999925e-06,8.028327385145817088e+18
1.218000000000000027e-06,8.064965451438055424e+18
1.224999999999999918e-06,8.101491303132144640e+18
1.232000000000000020e-06,8.137904940228101120e+18
1.238999999999999911e-06,8.174206362725910528e+18
1.246000000000000013e-06,8.210395570625582080e+18
1.252999999999999904e-06,8.246472563927112704e+18
1.260000000000000007e-06,8.282437342630505472e+18
1.266999999999999897e-06,8.318289906735749120e+18
1.274000000000000000e-06,8.354030256242863104e+18
1.280999999999999890e-06,8.389658391151832064e+18
1.287999999999999993e-06,8.425174311462661120e+18
1.294999999999999883e-06,8.460578017175354368e+18
1.301999999999999986e-06,8.495869508289901568e+18
1.308999999999999876e-06,8.531048784806309888e+18
1.315999999999999979e-06,8.566115846724578304e+18
1.322999999999999869e-06,8.601070694044705792e+18
1.329999999999999972e-06,8.635913326766695424e+18
1.336999999999999862e-06,8.670643744890537984e+18
1.343999999999999965e-06,8.705261948416245760e+18
1.351000000000000067e-06,8.739767937343811584e+18
1.357999999999999958e-06,8.774161711673238528e+18
1.365000000000000060e-06,8.808443271404524544e+18
1.371999999999999951e-06,8.842612616537669632e+18
1.379000000000000053e-06,8.876669747072675840e+18
1.385999999999999944e-06,8.910614663009541120e+18
1.393000000000000046e-06,8.944447364348263424e+18
1.399999999999999937e-06,8.978167851088845824e+18
1.407000000000000039e-06,9.011776123231287296e+18
1.413999999999999930e-06,9.045272180775588864e+18
1.421000000000000032e-06,9.078656023721746432e+18
1.427999999999999923e-06,9.111927652069771264e+18
1.435000000000000025e-06,9.145087065819651072e+18
1.441999999999999916e-06,9.178134264971392000e+18
1.449000000000000018e-06,9.211069249524997120e+18
1.455999999999999909e-06,9.243892019480455168e+18
1.463000000000000011e-06,9.276602574837776384e+18
1.469999999999999902e-06,9.309200915596955648e+18
1.477000000000000004e-06,9.341687041757997056e+18
1.483999999999999895e-06,9.374060953320890368e+18
1.490999999999999997e-06,9.406322650285647872e+18
1.497999999999999888e-06,9.438472132652267520e+18
1.504999999999999990e-06,9.470509400420739072e+18
1.511999999999999881e-06,9.502434453591076864e+18
1.518999999999999983e-06,9.534247292163268608e+18
1.525999999999999874e-06,9.565947916137324544e+18
1.532999999999999976e-06,9.597536325513234432e+18
1.539999999999999867e-06,9.629012520291006464e+18
1.546999999999999969e-06,9.660376500470634496e+18
1.553999999999999860e-06,9.691628266052124672e+18
1.560999999999999962e-06,9.722767817035474944e+18
1.568000000000000065e-06,9.753795153420683264e+18
1.574999999999999955e-06,9.784710275207753728e+18
1.582000000000000058e-06,9.815513182396684288e+18
1.588999999999999948e-06,9.846203874987472896e+18
1.596000000000000051e-06,9.876782352980119552e+18
1.602999999999999941e-06,9.907248616374622208e+18
1.610000000000000044e-06,9.937602665170993152e+18
1.616999999999999934e-06,9.967844499369218048e+18
1.624000000000000037e-06,9.997974118969294848e+18
1.630999999999999927e-06,1.002799152397124403e+19
1.638000000000000030e-06,1.005789671437504102e+19
1.644999999999999920e-06,1.008768969018071245e+19
1.652000000000000023e-06,1.011737045138822963e+19
1.658999999999999913e-06,1.014693899799761101e+19
1.666000000000000016e-06,1.017639533000885248e+19
1.672999999999999906e-06,1.020573944742195200e+19
1.680000000000000009e-06,1.023497135023691162e+19
1.686999999999999899e-06,1.026409103845373338e+19
1.694000000000000002e-06,1.029309851207240090e+19
1.700999999999999892e-06,1.032199377109294490e+19
1.707999999999999995e-06,1.035077681551533466e+19
1.714999999999999885e-06,1.037944764533958861e+19
1.721999999999999988e-06,1.040800626056570061e+19
1.728999999999999878e-06,1.043645266119367475e+19
1.735999999999999981e-06,1.046478684722349670e+19
1.742999999999999871e-06,1.049300881865518080e+19
1.749999999999999974e-06,1.052111857548872909e+19
1.756999999999999864e-06,1.054911611772413338e+19
1.763999999999999967e-06,1.057700144536138957e+19
1.770999999999999857e-06,1.060477455840051814e+19
1.777999999999999960e-06,1.063243545684149453e+19
1.784999999999999850e-06,1.065998414068433510e+19
1.791999999999999953e-06,1.068742060992902758e+19
1.799000000000000055e-06,1.071474486457559450e+19
1.805999999999999946e-06,1.074195690462400922e+19
1.813000000000000048e-06,1.076905673007429018e+19
1.819999999999999939e-06,1.079604434092642509e+19
1.827000000000000041e-06,1.082291973718042010e+19
1.833999999999999932e-06,1.084968291883626906e+19
1.841000000000000034e-06,1.087633388589398630e+19
1.847999999999999925e-06,1.090287263835355955e+19
1.855000000000000027e-06,1.092929917621498880e+19
1.861999999999999918e-06,1.095561349947827405e+19
1.869000000000000020e-06,1.098181560814341734e+19
1.875999999999999911e-06,1.100790550221041869e+19
1.883000000000000013e-06,1.103388318167928013e+19
1.889999999999999904e-06,1.105974864655000576e+19
1.897000000000000006e-06,1.108550189682258330e+19
1.903999999999999897e-06,1.111114293249702298e+19
1.910999999999999999e-06,1.113667175357331456e+19
1.918000000000000102e-06,1.116208836005147648e+19
1.924999999999999781e-06,1.118739275193149440e+19
1.931999999999999883e-06,1.121258492921337856e+19
1.938999999999999985e-06,1.123766489189712077e+19
1.946000000000000088e-06,1.126263263998272102e+19
1.952999999999999767e-06,1.128748817347018752e+19
1.959999999999999869e-06,1.131223149235951821e+19
1.966999999999999971e-06,1.133686259665069875e+19
1.974000000000000074e-06,1.136138148634375782e+19
1.980999999999999753e-06,1.138578816143866675e+19
1.987999999999999855e-06,1.141008262193544397e+19
1.994999999999999957e-06,1.143426486783407309e+19
2.002000000000000060e-06,1.145833489913457869e+19
2.008999999999999739e-06,1.148229271583693005e+19
2.015999999999999841e-06,1.150613831794115379e+19
2.022999999999999943e-06,1.152987170544723763e+19
2.030000000000000046e-06,1.155349287835518566e+19
2.037000000000000148e-06,1.157700183666498560e+19
2.043999999999999827e-06,1.160039858037665382e+19
2.050999999999999929e-06,1.162368310949018010e+19
2.058000000000000032e-06,1.164685542400557670e+19
2.065000000000000134e-06,1.166991552392282522e+19
2.071999999999999813e-06,1.169286340924194611e+19
2.078999999999999915e-06,1.171569907996292301e+19
2.086000000000000018e-06,1.173842253608576410e+19
2.093000000000000120e-06,1.176103377761046528e+19
2.099999999999999799e-06,1.178353280453704090e+19
2.106999999999999901e-06,1.180591961686545613e+19
2.114000000000000004e-06,1.182819421459574784e+19
2.121000000000000106e-06,1.185035659772790170e+19
2.127999999999999785e-06,1.187240676626191360e+19
2.134999999999999888e-06,1.189434472019778970e+19
2.141999999999999990e-06,1.191617045953553203e+19
2.149000000000000092e-06,1.193788398427512627e+19
2.155999999999999771e-06,1.195948529441658880e+19
2.162999999999999874e-06,1.198097438995990323e+19
2.169999999999999976e-06,1.200235127090509005e+19
2.177000000000000078e-06,1.202361593725212877e+19
2.183999999999999757e-06,1.204476838900103578e+19
2.190999999999999860e-06,1.206580862615180288e+19
2.197999999999999962e-06,1.208673664870442803e+19
2.205000000000000064e-06,1.210755245665891942e+19
2.211999999999999743e-06,1.212825605001526886e+19
2.218999999999999846e-06,1.214884742877349069e+19
2.225999999999999948e-06,1.216932659293355827e+19
2.233000000000000050e-06,1.218969354249550234e+19
2.239999999999999729e-06,1.220994827745930240e+19
2.246999999999999832e-06,1.223009079782496051e+19
2.253999999999999934e-06,1.225012110359248691e+19
2.261000000000000036e-06,1.227003919476187750e+19
2.268000000000000139e-06,1.228984507133312205e+19
2.274999999999999818e-06,1.230953873330623283e+19
2.281999999999999920e-06,1.232912018068120576e+19
2.289000000000000022e-06,1.234858941345803674e+19
2.296000000000000125e-06,1.236794643163672371e+19
2.302999999999999804e-06,1.238719123521728307e+19
2.309999999999999906e-06,1.240632382419970662e+19
2.317000000000000008e-06,1.242534419858398413e+19
2.324000000000000111e-06,1.244425235837012582e+19
2.330999999999999790e-06,1.246304830355813171e+19
2.337999999999999892e-06,1.248173203414799770e+19
2.344999999999999994e-06,1.250030355013972378e+19
2.352000000000000097e-06,1.251876285153331610e+19
2.358999999999999776e-06,1.253710993832876646e+19
2.365999999999999878e-06,1.255534481052608307e+19
2.372999999999999980e-06,1.257346746812525363e+19
2.380000000000000083e-06,1.259147791112629248e+19
2.386999999999999762e-06,1.260937613952918938e+19
2.393999999999999864e-06,1.262716215333394842e+19
2.400999999999999967e-06,1.264483595254056960e+19
2.408000000000000069e-06,1.266239753714905498e+19
2.414999999999999748e-06,1.267984690715940045e+19
2.421999999999999850e-06,1.269718406257160602e+19
2.428999999999999953e-06,1.271440900338567373e+19
2.436000000000000055e-06,1.273152172960159949e+19
2.442999999999999734e-06,1.274852224121939968e+19
2.449999999999999836e-06,1.276541053823904973e+19
2.456999999999999939e-06,1.278218662066056602e+19
2.464000000000000041e-06,1.279885048848394854e+19
2.471000000000000143e-06,1.281540214170919322e+19
2.477999999999999822e-06,1.283184158033628979e+19
2.484999999999999925e-06,1.284816880436525670e+19
2.492000000000000027e-06,1.286438381379608576e+19
2.499000000000000129e-06,1.288048660862876877e+19
2.505999999999999808e-06,1.289647718886332416e+19
2.512999999999999911e-06,1.291235555449973350e+19
2.520000000000000013e-06,1.292812170553800704e+19
2.527000000000000115e-06,1.294377564197813862e+19
2.533999999999999794e-06,1.295931736382013235e+19
2.540999999999999897e-06,1.297474687106399232e+19
2.547999999999999999e-06,1.299006416370971238e+19
2.555000000000000101e-06,1.300526924175729254e+19
2.561999999999999780e-06,1.302036210520673280e+19
2.568999999999999883e-06,1.303534275405804134e+19
2.575999999999999985e-06,1.305021118831120794e+19
2.583000000000000087e-06,1.306496740796623462e+19
2.589999999999999766e-06,1.307961141302313165e+19
2.596999999999999869e-06,1.309414320348187853e+19
2.603999999999999971e-06,1.310856277934249370e+19
2.611000000000000073e-06,1.312287014060497306e+19
2.617999999999999752e-06,1.313706528726931866e+19
2.624999999999999855e-06,1.315114821933551206e+19
2.631999999999999957e-06,1.316511893680357990e+19
2.639000000000000060e-06,1.317897743967349760e+19
2.645999999999999738e-06,1.319272372794528154e+19
2.652999999999999841e-06,1.320635780161892557e+19
2.659999999999999943e-06,1.321987966069443174e+19
2.667000000000000046e-06,1.323328930517180211e+19
2.673999999999999724e-06,1.324658673505103258e+19
2.680999999999999827e-06,1.325977195033212928e+19
2.687999999999999929e-06,1.327284495101508198e+19
2.695000000000000032e-06,1.328580573709989888e+19
2.702000000000000134e-06,1.329865430858658816e+19
2.708999999999999813e-06,1.331139066547512730e+19
2.715999999999999915e-06,1.332401480776552858e+19
2.723000000000000018e-06,1.333652673545779610e+19
2.730000000000000120e-06,1.334892644855192576e+19
2.736999999999999799e-06,1.336121394704790733e+19
2.743999999999999901e-06,1.337338923094575923e+19
2.751000000000000004e-06,1.338545230024545690e+19
2.758000000000000106e-06,1.339740315494704128e+19
2.764999999999999785e-06,1.340924179505046733e+19
2.771999999999999887e-06,1.342096822055575757e+19
2.778999999999999990e-06,1.343258243146292019e+19
2.786000000000000092e-06,1.344408442777192653e+19
2.792999999999999771e-06,1.345547420948281754e+19
2.799999999999999873e-06,1.346675177659555021e+19
2.806999999999999976e-06,1.347791712911015731e+19
2.814000000000000078e-06,1.348897026702662042e+19
2.820999999999999757e-06,1.349991119034495386e+19
2.827999999999999859e-06,1.351073989906513306e+19
2.834999999999999962e-06,1.352145639318719078e+19
2.842000000000000064e-06,1.353206067271110042e+19
2.848999999999999743e-06,1.354255273763688038e+19
2.855999999999999845e-06,1.355293258796451226e+19
2.862999999999999948e-06,1.356320022369401037e+19
2.870000000000000050e-06,1.357335564482537472e+19
2.876999999999999729e-06,1.358339885135859917e+19
2.883999999999999831e-06,1.359332984329367962e+19
2.890999999999999934e-06,1.360314862063063040e+19
2.898000000000000036e-06,1.361285518336943309e+19
2.904999999999999715e-06,1.362244953151011430e+19
2.911999999999999817e-06,1.363193166505263923e+19
2.918999999999999920e-06,1.364130158399704269e+19
2.926000000000000022e-06,1.365055928834329190e+19
2.933000000000000125e-06,1.365970477809141350e+19
2.939999999999999803e-06,1.366873805324139520e+19
2.946999999999999906e-06,1.367765911379324109e+19
2.954000000000000008e-06,1.368646795974694502e+19
2.961000000000000111e-06,1.369516459110251110e+19
2.967999999999999789e-06,1.370374900785993523e+19
2.974999999999999892e-06,1.371222121001923174e+19
2.981999999999999994e-06,1.372058119758037811e+19
2.989000000000000097e-06,1.372882897054339277e+19
2.995999999999999775e-06,1.373696452890827162e+19
3.002999999999999878e-06,1.374498787267501056e+19
3.009999999999999980e-06,1.375289900184360960e+19
3.017000000000000083e-06,1.376069791641406669e+19
3.023999999999999762e-06,1.376838461638638797e+19
3.030999999999999864e-06,1.377595910176057139e+19
3.037999999999999966e-06,1.378342137253662106e+19
3.045000000000000069e-06,1.379077142871452672e+19
3.051999999999999748e-06,1.379800927029430067e+19
3.058999999999999850e-06,1.380513489727593472e+19
3.065999999999999952e-06,1.381214830965941862e+19
3.073000000000000055e-06,1.381904950744477696e+19
3.079999999999999734e-06,1.382583849063199744e+19
3.086999999999999836e-06,1.383251525922107392e+19
3.093999999999999938e-06,1.383907981321202688e+19
3.101000000000000041e-06,1.384553215260482765e+19
3.107999999999999720e-06,1.385187227739949875e+19
3.114999999999999822e-06,1.385810018759603814e+19
3.121999999999999924e-06,1.386421588319442739e+19
3.129000000000000027e-06,1.387021936419468902e+19
3.136000000000000129e-06,1.387611063059680870e+19
3.142999999999999808e-06,1.388188968240079462e+19
3.149999999999999910e-06,1.388755651960664064e+19
3.157000000000000013e-06,1.389311114221435085e+19
3.164000000000000115e-06,1.389855355022392115e+19
3.170999999999999794e-06,1.390388374363535360e+19
3.177999999999999896e-06,1.390910172244865229e+19
3.184999999999999999e-06,1.391420748666380698e+19
3.192000000000000101e-06,1.391920103628082790e+19
3.198999999999999780e-06,1.392408237129971098e+19
3.205999999999999882e-06,1.392885149172045619e+19
3.212999999999999985e-06,1.393350839754306355e+19
3.220000000000000087e-06,1.393805308876753101e+19
3.226999999999999766e-06,1.394248556539386675e+19
3.233999999999999868e-06,1.394680582742205850e+19
3.240999999999999971e-06,1.395101387485211648e+19
3.248000000000000073e-06,1.395510970768404275e+19
3.254999999999999752e-06,1.395909332591781888e+19
3.261999999999999855e-06,1.396296472955346944e+19
3.268999999999999957e-06,1.396672391859097395e+19
3.276000000000000059e-06,1.397037089303034470e+19
3.282999999999999738e-06,1.397390565287157760e+19
3.289999999999999841e-06,1.397732819811467878e+19
3.296999999999999943e-06,1.398063852875962573e+19
3.304000000000000045e-06,1.398383664480645734e+19
3.310999999999999724e-06,1.398692254625513882e+19
3.317999999999999827e-06,1.398989623310568243e+19
3.324999999999999929e-06,1.399275770535808819e+19
3.332000000000000031e-06,1.399550696301236429e+19
3.338999999999999710e-06,1.399814400606849024e+19
3.345999999999999813e-06,1.400066883452648653e+19
3.352999999999999915e-06,1.400308144838633882e+19
3.360000000000000017e-06,1.400538184764805530e+19
3.367000000000000120e-06,1.400757003231163597e+19
3.373999999999999799e-06,1.400964600237707264e+19
3.380999999999999901e-06,1.401160975784437555e+19
3.388000000000000003e-06,1.401346129871352832e+19
3.395000000000000106e-06,1.401520062498455962e+19
3.401999999999999785e-06,1.401682773665743258e+19
3.408999999999999887e-06,1.401834263373219226e+19
3.415999999999999989e-06,1.401974531620880179e+19
3.423000000000000092e-06,1.402103578408727347e+19
3.429999999999999771e-06,1.402221403736760934e+19
3.436999999999999873e-06,1.402328007604980941e+19
3.443999999999999975e-06,1.402423390013386138e+19
3.451000000000000078e-06,1.402507550961978368e+19
3.457999999999999757e-06,1.402580490450756198e+19
3.464999999999999859e-06,1.402642208479720858e+19
3.471999999999999961e-06,1.402692705048870502e+19
3.479000000000000064e-06,1.402731980158208000e+19
3.485999999999999743e-06,1.402760033807731098e+19
3.492999999999999845e-06,1.402776865997440819e+19
3.499999999999999947e-06,1.402782476727335936e+19
3.507000000000000050e-06,1.402776865997417677e+19
3.513999999999999729e-06,1.402760033807686246e+19
3.520999999999999831e-06,1.402731980158140416e+19
3.527999999999999934e-06,1.402692705048781005e+19
3.535000000000000036e-06,1.402642208479607808e+19
3.541999999999999715e-06,1.402580490450620416e+19
3.548999999999999817e-06,1.402507550961820467e+19
3.555999999999999920e-06,1.402423390013205299e+19
3.563000000000000022e-06,1.402328007604776960e+19
3.569999999999999701e-06,1.402221403736535654e+19
3.576999999999999803e-06,1.402103578408479130e+19
3.583999999999999906e-06,1.401974531620608819e+19
3.591000000000000008e-06,1.401834263372925747e+19
3.598000000000000110e-06,1.401682773665428070e+19
3.604999999999999789e-06,1.401520062498117427e+19
3.611999999999999892e-06,1.401346129870992794e+19
3.618999999999999994e-06,1.401160975784053965e+19
3.626000000000000096e-06,1.400964600237301555e+19
3.632999999999999775e-06,1.400757003230734746e+19
3.639999999999999878e-06,1.400538184764354560e+19
3.646999999999999980e-06,1.400308144838158950e+19
3.654000000000000082e-06,1.400066883452151808e+19
3.660999999999999761e-06,1.399814400606329651e+19
3.667999999999999864e-06,1.399550696300693094e+19
3.674999999999999966e-06,1.399275770535243776e+19
3.682000000000000068e-06,1.398989623309980058e+19
3.688999999999999747e-06,1.398692254624902963e+19
3.695999999999999850e-06,1.398383664480011878e+19
3.702999999999999952e-06,1.398063852875307827e+19
3.710000000000000054e-06,1.397732819810788352e+19
3.716999999999999733e-06,1.397390565286457344e+19
3.723999999999999836e-06,1.397037089302309888e+19
3.730999999999999938e-06,1.396672391858350694e+19
3.738000000000000040e-06,1.396296472954576896e+19
3.744999999999999719e-06,1.395909332590989517e+19
3.751999999999999822e-06,1.395510970767588557e+19
3.758999999999999924e-06,1.395101387484373606e+19
3.766000000000000027e-06,1.394680582741345485e+19
3.772999999999999705e-06,1.394248556538503373e+19
3.779999999999999808e-06,1.393805308875847885e+19
3.786999999999999910e-06,1.393350839753377792e+19
3.794000000000000013e-06,1.392885149171095142e+19
3.800999999999999691e-06,1.392408237128998298e+19
3.807999999999999794e-06,1.391920103627087258e+19
3.814999999999999896e-06,1.391420748665363046e+19
3.821999999999999999e-06,1.390910172243825050e+19
3.829000000000000101e-06,1.390388374362473267e+19
3.836000000000000203e-06,1.389855355021307290e+19
3.843000000000000306e-06,1.389311114220326912e+19
3.849999999999999561e-06,1.388755651959535206e+19
3.856999999999999663e-06,1.388188968238927667e+19
3.863999999999999766e-06,1.387611063058507776e+19
3.870999999999999868e-06,1.387021936418273075e+19
3.877999999999999971e-06,1.386421588318224589e+19
3.885000000000000073e-06,1.385810018758362317e+19
3.892000000000000175e-06,1.385187227738686054e+19
3.899000000000000278e-06,1.384553215259196826e+19
3.905999999999999533e-06,1.383907981319893811e+19
3.912999999999999636e-06,1.383251525920776602e+19
3.919999999999999738e-06,1.382583849061846426e+19
3.926999999999999840e-06,1.381904950743101440e+19
3.933999999999999943e-06,1.381214830964543283e+19
3.941000000000000045e-06,1.380513489726170931e+19
3.948000000000000147e-06,1.379800927027985203e+19
3.955000000000000250e-06,1.379077142869985485e+19
3.961999999999999505e-06,1.378342137252172595e+19
3.968999999999999608e-06,1.377595910174545510e+19
3.975999999999999710e-06,1.376838461637105254e+19
3.982999999999999812e-06,1.376069791639849984e+19
3.989999999999999915e-06,1.375289900182782362e+19
3.997000000000000017e-06,1.374498787265899520e+19
4.004000000000000120e-06,1.373696452889203917e+19
4.011000000000000222e-06,1.372882897052693094e+19
4.017999999999999477e-06,1.372058119756370534e+19
4.024999999999999580e-06,1.371222121000232755e+19
4.031999999999999682e-06,1.370374900784282010e+19
4.038999999999999784e-06,1.369516459108517274e+19
4.045999999999999887e-06,1.368646795972938547e+19
4.052999999999999989e-06,1.367765911377545626e+19
4.060000000000000092e-06,1.366873805322339738e+19
4.067000000000000194e-06,1.365970477807319245e+19
